fpr,tpr
7.816356978163570002e-01,9.745222929936305789e-01
7.816356978163570002e-01,9.777070063694267565e-01
7.905872779058727984e-01,9.777070063694267565e-01
7.905872779058727984e-01,9.808917197452229342e-01
8.533839685338396874e-01,9.808917197452229342e-01
8.533839685338396874e-01,9.840764331210191118e-01
8.552827885528279106e-01,9.840764331210191118e-01
8.555540485555405139e-01,9.840764331210191118e-01
9.244540892445408664e-01,9.840764331210191118e-01
9.244540892445408664e-01,9.872611464968152895e-01
9.372033093720331109e-01,9.872611464968152895e-01
9.372033093720331109e-01,9.904458598726114671e-01
9.433066594330665744e-01,9.904458598726114671e-01
9.433066594330665744e-01,9.936305732484076447e-01
9.838600298386003251e-01,9.936305732484076447e-01
9.838600298386003251e-01,9.968152866242038224e-01
9.983724399837243801e-01,9.968152866242038224e-01
9.983724399837243801e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
